header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,4.93,43.79,44.04,466.59,-6.976120,107.630226,1,-4,141.30
OK,4.97,43.79,44.04,466.59,-6.976120,107.630226,1,-4,141.30
OK,4.99,43.79,44.04,466.59,-6.976120,107.630226,1,-4,141.60
OK,4.78,43.80,44.08,466.60,-6.976120,107.630226,1,-5,141.70
OK,5.03,43.80,44.08,466.59,-6.976120,107.630226,1,-5,141.50
OK,4.74,43.80,44.08,466.60,-6.976120,107.630226,1,-4,141.20
OK,5.16,43.80,44.08,466.58,-6.976120,107.630226,1,-4,141.30
OK,4.65,43.80,44.08,466.61,-6.976120,107.630226,1,-4,141.50
OK,4.51,43.80,44.08,466.62,-6.976120,107.630226,1,-5,141.70
OK,5.16,43.85,44.05,466.58,-6.976120,107.630226,1,-5,141.70
OK,4.69,43.85,44.05,466.61,-6.976120,107.630226,1,-5,141.30
OK,4.63,43.85,44.05,466.61,-6.976120,107.630226,1,-4,141.20
OK,4.85,43.85,44.05,466.60,-6.976120,107.630226,1,-4,141.50
OK,4.75,43.85,44.05,466.60,-6.976120,107.630226,1,-4,141.70
OK,4.55,43.85,44.05,466.61,-6.976120,107.630226,1,-5,141.70
OK,5.13,43.85,44.05,466.58,-6.976120,107.630226,1,-5,141.50
OK,4.96,43.83,44.10,466.59,-6.976120,107.630226,1,-4,141.20
OK,4.95,43.83,44.10,466.59,-6.976120,107.630226,1,-4,141.40
OK,4.77,43.83,44.10,466.60,-6.976120,107.630226,1,-4,141.90
OK,4.88,43.83,44.10,466.59,-6.976120,107.630226,1,-5,142.00
OK,5.19,43.83,44.10,466.58,-6.976120,107.630226,1,-5,141.40
OK,4.71,43.83,44.10,466.60,-6.976120,107.630226,1,-5,141.00
OK,5.16,43.83,44.11,466.58,-6.976120,107.630226,1,-4,141.30
OK,4.81,43.83,44.11,466.60,-6.976120,107.630233,1,-4,141.80
OK,5.08,43.83,44.11,466.58,-6.976120,107.630233,1,-5,142.00
OK,5.12,43.83,44.11,466.58,-6.976120,107.630233,1,-5,141.60
OK,4.91,43.83,44.11,466.59,-6.976120,107.630233,1,-5,141.10
OK,5.02,43.83,44.11,466.59,-6.976120,107.630233,1,-5,141.10
OK,4.71,43.80,44.11,466.60,-6.976120,107.630233,1,-4,141.70
OK,4.89,43.80,44.11,466.59,-6.976120,107.630233,1,-5,142.10
OK,4.90,43.80,44.11,466.59,-6.976120,107.630233,1,-5,141.80
OK,4.48,43.80,44.11,466.62,-6.976120,107.630233,1,-5,141.00
OK,5.01,43.80,44.11,466.59,-6.976120,107.630233,1,-5,140.90
OK,5.20,43.80,44.11,466.58,-6.976120,107.630233,1,-5,141.30
OK,4.81,43.80,44.11,466.60,-6.976120,107.630233,1,-5,141.90
OK,4.76,43.85,44.17,466.60,-6.976120,107.630233,1,-5,142.10
OK,4.63,43.85,44.17,466.61,-6.976120,107.630233,1,-5,141.40
OK,4.87,43.85,44.17,466.60,-6.976120,107.630233,1,-5,140.90
OK,4.77,43.85,44.17,466.60,-6.976120,107.630233,1,-4,141.00
OK,4.82,43.85,44.17,466.60,-6.976120,107.630233,0,-5,141.70
OK,4.86,43.85,44.17,466.60,-6.976120,107.630233,0,-5,142.00
OK,5.12,43.85,44.20,466.58,-6.976120,107.630233,1,-5,141.50
OK,5.11,43.85,44.20,466.58,-6.976120,107.630233,2,-5,141.00
OK,5.01,43.85,44.20,466.59,-6.976120,107.630233,2,-5,141.10
OK,4.86,43.85,44.20,466.60,-6.976120,107.630233,1,-5,141.60
OK,5.02,43.85,44.20,466.59,-6.976120,107.630233,0,-4,142.10
OK,4.79,43.85,44.20,466.60,-6.976120,107.630233,0,-5,141.90
OK,4.89,43.85,44.20,466.59,-6.976120,107.630233,1,-5,141.30
OK,5.49,43.85,44.23,466.56,-6.976120,107.630233,1,-5,141.10
OK,5.06,43.85,44.23,466.58,-6.976120,107.630233,1,-4,141.60
OK,4.68,43.85,44.23,466.61,-6.976120,107.630233,0,-4,142.00
OK,5.23,43.85,44.23,466.58,-6.976120,107.630233,0,-5,141.80
