header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,0.96,29.39,70.32,465.65,-6.976905,107.630233,3,1,110.50
OK,1.11,29.39,70.32,465.64,-6.976905,107.630233,3,1,110.50
OK,1.31,29.39,70.32,465.63,-6.976905,107.630233,3,1,110.50
OK,1.33,29.39,70.31,465.63,-6.976907,107.630233,3,1,110.50
OK,1.10,29.39,70.31,465.64,-6.976907,107.630233,3,1,110.50
OK,1.65,29.39,70.31,465.61,-6.976907,107.630233,3,1,110.50
OK,1.21,29.39,70.31,465.64,-6.976907,107.630233,3,1,110.50
OK,1.11,29.39,70.31,465.64,-6.976907,107.630233,3,1,110.50
