header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,4.82,43.71,41.68,466.60,-6.976134,107.630241,0,-4,141.70
OK,5.02,43.71,41.68,466.59,-6.976134,107.630241,0,-4,141.80
OK,4.87,43.71,41.68,466.60,-6.976134,107.630241,1,-4,141.60
OK,5.33,43.71,41.68,466.57,-6.976134,107.630241,1,-4,141.60
OK,5.21,43.71,41.68,466.58,-6.976134,107.630241,1,-4,141.50
OK,5.19,43.72,41.71,466.58,-6.976134,107.630241,0,-4,141.60
OK,5.04,43.72,41.71,466.59,-6.976134,107.630241,0,-4,141.60
OK,4.93,43.72,41.71,466.59,-6.976133,107.630241,1,-4,141.60
OK,5.49,43.72,41.71,466.56,-6.976133,107.630241,1,-4,141.40
OK,5.24,43.72,41.71,466.57,-6.976133,107.630241,1,-4,141.40
OK,5.50,43.72,41.71,466.56,-6.976133,107.630241,0,-4,141.50
OK,5.09,43.69,41.71,466.58,-6.976133,107.630241,0,-4,141.60
OK,5.33,43.69,41.71,466.57,-6.976133,107.630241,1,-4,141.60
OK,4.94,43.69,41.71,466.59,-6.976133,107.630241,1,-4,141.60
OK,5.38,43.69,41.71,466.57,-6.976133,107.630241,1,-5,141.40
OK,4.91,43.69,41.71,466.59,-6.976133,107.630241,1,-4,141.30
OK,5.20,43.69,41.71,466.58,-6.976133,107.630241,1,-4,141.50
OK,5.13,43.69,41.71,466.58,-6.976133,107.630241,1,-4,141.50
OK,5.17,43.72,41.75,466.58,-6.976133,107.630241,1,-4,141.40
OK,4.94,43.72,41.75,466.59,-6.976133,107.630241,1,-5,141.20
OK,5.38,43.72,41.75,466.57,-6.976133,107.630241,1,-4,141.20
OK,5.26,43.72,41.75,466.57,-6.976133,107.630241,1,-4,141.20
OK,5.06,43.72,41.75,466.58,-6.976133,107.630241,1,-4,141.50
OK,5.23,43.72,41.75,466.58,-6.976133,107.630241,1,-4,141.70
OK,5.43,43.72,41.81,466.56,-6.976133,107.630241,1,-5,141.40
OK,5.05,43.72,41.81,466.59,-6.976133,107.630241,1,-4,141.20
OK,5.15,43.72,41.81,466.58,-6.976133,107.630241,1,-4,141.30
OK,5.26,43.72,41.81,466.57,-6.976133,107.630241,1,-4,141.60
