Peserta id,Waktu,Ketinggian,Temperature,Kelembaban,Tekanan,Arah Angin,Kecepatan Angin,Lintang,Bujur
621,11:22:43,64,43.90,40.33,466.56,0.00,0.00,-6.976125,107.630203
621,11:22:53,129,43.92,40.53,466.54,0.00,0.00,-6.976052,107.630210
621,11:23:03,192,43.92,41.04,466.53,0.00,0.00,-6.976000,107.630233
621,11:23:13,258,43.93,40.98,466.50,0.00,0.00,-6.976004,107.630233
621,11:23:23,322,43.95,40.46,466.52,0.00,0.00,-6.976029,107.630279
621,11:23:33,387,43.95,40.10,466.48,0.00,0.00,-6.975998,107.630256
621,11:23:43,451,43.96,39.55,466.49,0.00,0.00,-6.975995,107.630264
621,11:23:53,516,43.96,37.47,466.46,0.00,0.00,-6.976023,107.630340
621,11:24:03,581,43.96,38.01,466.49,0.00,0.00,-6.976024,107.630332
621,11:24:13,646,43.95,36.94,466.54,0.00,0.00,-6.976105,107.630241
621,11:24:23,710,43.95,36.74,466.53,0.00,0.00,-6.976118,107.630233
