Peserta id,Waktu,Ketinggian,Temperature,Kelembaban,Tekanan,Arah Angin,Kecepatan Angin,Lintang,Bujur
621,14:44:04,-0.96,35.16,57.66,465.74,0.00,0.00,-6.975936,107.630264
621,14:44:14,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:44:24,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:44:34,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:44:44,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:44:54,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:04,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:14,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:24,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:34,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:44,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:45:54,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:46:04,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:51:41,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:51:51,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:52:01,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
621,14:52:11,-0.66,35.16,57.66,465.73,0.00,0.00,-6.975936,107.630264
