header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,-1.31,32.24,60.96,465.78,-6.976962,107.630241,1,-3,302.50
OK,-1.51,32.24,60.96,465.79,-6.976962,107.630241,1,-3,302.50
OK,-1.32,32.24,60.96,465.78,-6.976962,107.630241,1,-3,302.50
OK,-1.75,32.24,60.96,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.46,32.24,60.96,465.78,-6.976963,107.630241,1,-3,302.50
OK,-1.63,32.24,60.96,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.56,32.24,60.96,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.82,32.24,61.04,465.80,-6.976963,107.630241,1,-3,302.60
OK,-1.77,32.24,61.04,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.70,32.24,61.04,465.80,-6.976963,107.630241,1,-3,302.40
OK,-1.63,32.24,61.04,465.79,-6.976963,107.630241,1,-3,302.40
OK,-1.66,32.24,61.04,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.50,32.24,61.04,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.47,32.23,60.96,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.48,32.23,60.96,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.49,32.23,60.96,465.79,-6.976963,107.630241,1,-4,302.40
OK,-1.87,32.23,60.96,465.81,-6.976963,107.630241,1,-3,302.50
OK,-1.53,32.23,60.96,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.87,32.23,60.96,465.81,-6.976963,107.630241,1,-3,302.50
OK,-1.59,32.23,60.96,465.79,-6.976963,107.630241,1,-3,302.40
OK,-1.83,32.24,60.99,465.80,-6.976963,107.630241,1,-3,302.40
OK,-1.41,32.24,60.99,465.78,-6.976963,107.630241,1,-3,302.50
OK,-1.69,32.24,60.99,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.70,32.24,60.99,465.80,-6.976963,107.630241,1,-3,302.40
OK,-1.68,32.24,60.99,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.84,32.24,60.99,465.81,-6.976963,107.630241,1,-3,302.50
OK,-1.66,32.26,61.01,465.80,-6.976963,107.630241,1,-3,302.50
OK,-1.51,32.26,61.01,465.79,-6.976963,107.630241,1,-3,302.50
OK,-1.87,32.26,61.01,465.81,-6.976963,107.630241,1,-3,302.50
OK,-1.74,32.26,61.01,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.66,32.26,61.01,465.80,-6.976964,107.630241,1,-3,302.40
OK,-1.68,32.26,61.01,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.96,32.26,61.01,465.81,-6.976964,107.630241,1,-3,302.50
OK,-1.47,32.26,60.98,465.79,-6.976964,107.630241,1,-3,302.50
OK,-1.74,32.26,60.98,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.79,32.26,60.98,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.50,32.26,60.98,465.79,-6.976964,107.630241,1,-3,302.50
OK,-1.93,32.26,60.98,465.81,-6.976964,107.630241,1,-3,302.50
OK,-2.19,32.26,60.98,465.83,-6.976964,107.630241,1,-3,302.50
OK,-1.80,32.23,61.03,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.62,32.23,61.03,465.79,-6.976964,107.630241,1,-3,302.50
OK,-1.86,32.23,61.03,465.81,-6.976964,107.630241,1,-3,302.50
OK,-1.82,32.23,61.03,465.80,-6.976964,107.630241,1,-3,302.40
OK,-1.71,32.23,61.03,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.99,32.23,61.03,465.81,-6.976964,107.630241,1,-3,302.50
OK,-1.78,32.23,61.03,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.82,32.26,60.99,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.51,32.26,60.99,465.79,-6.976964,107.630241,1,-3,302.40
OK,-1.69,32.26,60.99,465.80,-6.976964,107.630241,1,-3,302.40
OK,-1.76,32.26,60.99,465.80,-6.976964,107.630241,1,-3,302.50
OK,-1.75,32.26,60.99,465.80,-6.976964,107.630241,1,-3,302.50
OK,-2.02,32.26,60.99,465.82,-6.976964,107.630241,1,-3,302.50
OK,-1.61,32.24,61.04,465.79,-6.976964,107.630241,1,-3,302.50
OK,-1.70,32.24,61.04,465.80,-6.976964,107.630241,1,-3,302.50
OK,-2.01,32.24,61.04,465.81,-6.976964,107.630249,1,-3,302.50
OK,-1.82,32.24,61.04,465.80,-6.976964,107.630249,1,-3,302.60
OK,-1.64,32.24,61.04,465.79,-6.976964,107.630249,1,-3,302.50
OK,-1.83,32.24,61.04,465.80,-6.976964,107.630249,1,-3,302.50
OK,-1.92,32.24,60.99,465.81,-6.976964,107.630249,1,-3,302.50
OK,-1.69,32.24,60.99,465.80,-6.976964,107.630249,1,-3,302.50
OK,-2.00,32.24,60.99,465.81,-6.976964,107.630249,1,-3,302.50
OK,-1.82,32.24,60.99,465.80,-6.976964,107.630249,1,-3,302.50
OK,-1.90,32.24,60.99,465.81,-6.976964,107.630249,1,-3,302.50
OK,-1.72,32.24,60.99,465.80,-6.976964,107.630249,1,-3,302.50
OK,-1.62,32.24,60.99,465.79,-6.976964,107.630249,1,-3,302.50
OK,-1.75,32.26,60.99,465.80,-6.976964,107.630249,1,-3,302.50
OK,-1.48,32.26,60.99,465.79,-6.976964,107.630249,1,-3,302.50
OK,-1.55,32.26,60.99,465.79,-6.976964,107.630249,1,-3,302.50
OK,-1.59,32.26,60.99,465.79,-6.976964,107.630249,1,-3,302.40
OK,-2.01,32.26,60.99,465.82,-6.976964,107.630249,1,-3,302.40
OK,-1.79,32.26,60.99,465.80,-6.976964,107.630249,1,-3,302.50
OK,-1.59,32.26,61.01,465.79,-6.976964,107.630249,1,-3,302.50
OK,-1.89,32.26,61.01,465.81,-6.976964,107.630249,1,-3,302.50
OK,-1.61,32.26,61.01,465.79,-6.976964,107.630249,1,-3,302.40
OK,-1.55,32.26,61.01,465.79,-6.976964,107.630249,1,-3,302.40
