Peserta id,Waktu,Ketinggian,Temperature,Kelembaban,Tekanan,Arah Angin,Kecepatan Angin,Lintang,Bujur
621,15:34:02,1.47,31.36,65.22,465.62,0.00,0.00,-6.976927,107.630233
621,15:34:12,1.64,31.37,65.33,465.61,0.00,0.00,-6.976930,107.630226
621,15:34:22,1.46,31.38,65.39,465.62,0.00,0.00,-6.976926,107.630241
621,15:34:32,1.55,31.38,65.48,465.62,0.00,0.00,-6.976923,107.630249
621,15:34:42,1.79,31.38,65.50,465.61,0.00,0.00,-6.976923,107.630249
621,15:34:52,1.46,31.40,65.53,465.62,0.00,0.00,-6.976917,107.630233
621,15:35:02,1.67,31.42,65.53,465.61,0.00,0.00,-6.976921,107.630226
621,15:35:12,1.53,31.41,65.55,465.62,0.00,0.00,-6.976910,107.630233
621,15:35:22,2.12,31.44,65.51,465.59,0.00,0.00,-6.976920,107.630233
621,15:35:32,2.23,31.45,65.52,465.58,0.00,0.00,-6.976925,107.630233
