header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,6.33,43.95,38.87,466.51,-6.976124,107.630249,0,-4,157.70
OK,6.14,43.95,38.87,466.52,-6.976124,107.630249,0,-4,157.80
OK,5.82,43.95,38.84,466.54,-6.976124,107.630249,0,-4,157.80
OK,6.02,43.95,38.84,466.53,-6.976124,107.630249,0,-4,157.70
OK,6.42,43.95,38.84,466.51,-6.976124,107.630249,0,-4,157.60
OK,5.81,43.95,38.84,466.54,-6.976124,107.630249,0,-4,157.60
OK,6.45,43.95,38.84,466.51,-6.976123,107.630249,0,-4,157.70
OK,6.30,43.95,38.84,466.52,-6.976123,107.630249,0,-4,157.90
OK,6.10,43.95,38.84,466.53,-6.976123,107.630249,0,-4,157.80
OK,6.02,43.92,38.85,466.53,-6.976123,107.630249,0,-4,157.60
OK,5.87,43.92,38.85,466.54,-6.976123,107.630249,0,-4,157.60
OK,6.10,43.92,38.85,466.53,-6.976123,107.630249,0,-4,157.70
OK,6.04,43.92,38.85,466.53,-6.976123,107.630249,0,-4,157.90
OK,6.12,43.92,38.85,466.53,-6.976123,107.630249,0,-4,157.90
OK,6.25,43.92,38.85,466.52,-6.976123,107.630249,0,-4,157.90
OK,6.51,43.92,38.85,466.50,-6.976123,107.630249,0,-4,157.60
OK,6.12,43.92,38.85,466.53,-6.976123,107.630249,0,-4,157.60
OK,5.92,43.92,38.85,466.54,-6.976123,107.630249,0,-4,157.70
OK,6.48,43.92,38.85,466.51,-6.976123,107.630249,0,-4,157.90
OK,5.89,43.92,38.85,466.54,-6.976122,107.630249,0,-4,157.90
OK,6.41,43.92,38.85,466.51,-6.976122,107.630249,0,-4,157.70
OK,5.98,43.92,38.85,466.53,-6.976122,107.630249,0,-4,157.60
OK,5.87,43.93,38.90,466.54,-6.976122,107.630249,0,-4,157.70
OK,6.19,43.93,38.90,466.52,-6.976122,107.630249,0,-4,157.90
OK,5.95,43.93,38.90,466.54,-6.976122,107.630249,0,-4,157.90
OK,6.05,43.93,38.90,466.53,-6.976122,107.630249,0,-4,157.80
OK,6.05,43.93,38.90,466.53,-6.976122,107.630249,0,-4,157.70
OK,6.12,43.93,38.90,466.53,-6.976122,107.630249,0,-4,157.70
OK,6.07,43.95,38.91,466.53,-6.976122,107.630249,0,-4,157.80
OK,6.09,43.95,38.91,466.53,-6.976122,107.630249,0,-4,157.80
OK,6.28,43.95,38.91,466.52,-6.976122,107.630249,0,-4,157.70
OK,6.01,43.95,38.91,466.53,-6.976122,107.630249,0,-4,157.70
OK,5.89,43.95,38.91,466.54,-6.976121,107.630249,0,-4,157.70
OK,6.13,43.95,38.91,466.53,-6.976121,107.630249,0,-4,157.70
OK,6.07,43.95,38.91,466.53,-6.976121,107.630249,0,-4,157.80
OK,6.25,43.95,38.90,466.52,-6.976121,107.630249,0,-4,157.90
OK,6.08,43.95,38.90,466.53,-6.976121,107.630249,0,-4,157.80
OK,6.33,43.95,38.90,466.51,-6.976121,107.630249,0,-4,157.80
OK,6.12,43.95,38.90,466.53,-6.976121,107.630249,0,-4,157.70
OK,6.32,43.95,38.90,466.52,-6.976120,107.630249,0,-4,157.80
OK,6.07,43.95,38.90,466.53,-6.976120,107.630249,0,-4,157.80
OK,6.21,43.95,38.87,466.52,-6.976120,107.630249,0,-4,157.80
OK,6.31,43.95,38.87,466.52,-6.976120,107.630249,0,-4,157.70
OK,6.46,43.95,38.87,466.51,-6.976120,107.630249,1,-4,157.70
OK,6.47,43.95,38.87,466.51,-6.976120,107.630249,0,-4,157.80
OK,6.23,43.95,38.87,466.52,-6.976120,107.630249,0,-4,157.90
OK,5.71,43.95,38.87,466.55,-6.976120,107.630249,0,-4,157.90
OK,6.34,43.95,38.87,466.51,-6.976120,107.630249,0,-4,157.70
OK,6.11,43.96,38.90,466.53,-6.976120,107.630249,0,-4,157.70
OK,6.06,43.96,38.90,466.53,-6.976120,107.630249,0,-4,157.70
OK,6.20,43.96,38.90,466.52,-6.976120,107.630249,0,-4,157.80
OK,6.39,43.96,38.90,466.51,-6.976120,107.630249,0,-4,157.90
OK,6.31,43.96,38.90,466.52,-6.976119,107.630249,0,-4,157.80
OK,6.07,43.96,38.90,466.53,-6.976119,107.630249,0,-4,157.70
