header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,4.65,43.74,44.06,466.61,-6.976117,107.630218,0,-4,141.60
OK,4.76,43.74,44.06,466.60,-6.976117,107.630218,0,-4,141.60
OK,4.72,43.74,44.06,466.60,-6.976117,107.630218,1,-4,141.60
OK,5.03,43.74,44.06,466.59,-6.976117,107.630218,0,-4,141.80
OK,5.02,43.75,44.06,466.59,-6.976117,107.630218,0,-4,141.80
OK,4.54,43.75,44.06,466.61,-6.976117,107.630218,0,-4,141.70
OK,4.80,43.75,44.06,466.60,-6.976117,107.630218,0,-4,141.50
OK,4.98,43.75,44.06,466.59,-6.976117,107.630218,0,-4,141.50
OK,4.89,43.75,44.06,466.59,-6.976117,107.630218,0,-4,141.60
OK,4.79,43.75,44.06,466.60,-6.976117,107.630218,0,-4,141.60
OK,4.68,43.75,44.13,466.61,-6.976117,107.630218,0,-4,141.60
OK,4.55,43.75,44.13,466.61,-6.976117,107.630218,0,-4,141.50
OK,4.57,43.75,44.13,466.61,-6.976117,107.630218,0,-4,141.40
OK,5.13,43.75,44.13,466.58,-6.976117,107.630218,1,-4,141.50
OK,4.83,43.75,44.13,466.60,-6.976117,107.630218,1,-4,141.50
OK,4.34,43.75,44.13,466.62,-6.976117,107.630218,1,-4,141.60
OK,5.20,43.75,44.13,466.58,-6.976117,107.630218,0,-4,141.50
OK,4.81,43.75,44.07,466.60,-6.976117,107.630218,0,-4,141.50
OK,4.96,43.75,44.07,466.59,-6.976118,107.630218,0,-4,141.60
OK,4.87,43.75,44.07,466.60,-6.976118,107.630218,0,-4,141.70
OK,4.57,43.75,44.07,466.61,-6.976118,107.630218,0,-4,141.70
OK,5.00,43.75,44.07,466.59,-6.976118,107.630218,0,-4,141.60
OK,5.13,43.75,44.07,466.58,-6.976118,107.630218,0,-4,141.60
OK,4.53,43.78,44.15,466.61,-6.976118,107.630218,0,-4,141.70
OK,4.89,43.78,44.15,466.59,-6.976118,107.630218,0,-4,141.70
OK,4.77,43.78,44.15,466.60,-6.976118,107.630218,0,-4,141.70
OK,4.88,43.78,44.15,466.59,-6.976118,107.630218,0,-4,141.70
OK,4.92,43.78,44.15,466.59,-6.976118,107.630218,0,-4,141.70
OK,4.59,43.78,44.15,466.61,-6.976118,107.630218,0,-4,141.70
OK,4.82,43.75,44.19,466.60,-6.976118,107.630218,0,-4,141.60
OK,4.86,43.75,44.19,466.60,-6.976118,107.630218,0,-4,141.60
OK,5.34,43.75,44.19,466.57,-6.976118,107.630218,0,-4,141.60
OK,5.08,43.75,44.19,466.58,-6.976118,107.630218,0,-4,141.70
OK,4.55,43.75,44.19,466.61,-6.976118,107.630218,0,-4,141.60
OK,4.70,43.75,44.19,466.60,-6.976118,107.630218,0,-4,141.70
OK,4.83,43.75,44.19,466.60,-6.976118,107.630218,0,-4,141.60
OK,4.90,43.76,44.18,466.59,-6.976118,107.630218,0,-4,141.60
OK,4.94,43.76,44.18,466.59,-6.976118,107.630218,0,-4,141.70
OK,4.64,43.76,44.18,466.61,-6.976118,107.630218,0,-4,141.70
OK,5.08,43.76,44.18,466.58,-6.976118,107.630218,0,-4,141.70
OK,5.00,43.76,44.18,466.59,-6.976118,107.630218,0,-4,141.60
OK,4.68,43.76,44.18,466.61,-6.976118,107.630218,0,-4,141.50
OK,5.04,43.76,44.15,466.59,-6.976118,107.630218,0,-4,141.60
OK,4.67,43.76,44.15,466.61,-6.976118,107.630218,0,-4,141.80
OK,4.53,43.76,44.15,466.61,-6.976118,107.630218,0,-4,141.80
OK,4.59,43.76,44.15,466.61,-6.976118,107.630218,0,-4,141.60
OK,5.07,43.76,44.15,466.58,-6.976118,107.630218,0,-4,141.50
OK,4.78,43.76,44.15,466.60,-6.976118,107.630218,0,-4,141.50
OK,4.94,43.76,44.15,466.59,-6.976118,107.630218,0,-4,141.70
OK,4.93,43.78,44.17,466.59,-6.976118,107.630218,0,-4,141.90
