header,ketinggian,temperature,kelembaban,tekanan,lintang,bujur,roll,pitch,yaw
OK,-1.05,32.33,61.14,465.76,-6.976900,107.630249,1,-3,305.20
OK,-0.88,32.33,61.14,465.75,-6.976900,107.630249,1,-3,305.40
OK,-0.97,32.33,61.14,465.76,-6.976900,107.630249,1,-3,305.30
OK,-0.80,32.33,61.14,465.75,-6.976900,107.630249,1,-3,305.20
OK,-0.98,32.32,61.11,465.76,-6.976900,107.630249,1,-3,305.20
OK,-0.90,32.32,61.11,465.75,-6.976900,107.630249,1,-3,305.20
OK,-1.06,32.32,61.11,465.76,-6.976900,107.630249,1,-3,305.30
OK,-1.15,32.32,61.11,465.77,-6.976900,107.630249,1,-3,305.40
OK,-1.06,32.32,61.11,465.76,-6.976900,107.630249,1,-3,305.20
OK,-0.82,32.32,61.11,465.75,-6.976900,107.630249,1,-4,305.10
OK,-0.99,32.32,61.14,465.76,-6.976900,107.630249,1,-4,305.20
OK,-1.19,32.32,61.14,465.77,-6.976900,107.630249,1,-3,305.40
OK,-0.91,32.32,61.14,465.75,-6.976900,107.630249,1,-3,305.30
OK,-0.98,32.32,61.14,465.76,-6.976900,107.630249,1,-3,305.20
OK,-1.35,32.32,61.14,465.78,-6.976900,107.630249,1,-3,305.20
OK,-0.83,32.32,61.14,465.75,-6.976900,107.630249,1,-4,305.20
OK,-0.82,32.32,61.14,465.75,-6.976900,107.630249,1,-3,305.30
OK,-0.98,32.32,61.11,465.76,-6.976900,107.630249,1,-3,305.30
OK,-0.90,32.32,61.11,465.75,-6.976900,107.630249,1,-3,305.30
OK,-0.70,32.32,61.11,465.74,-6.976900,107.630249,1,-3,305.10
OK,-0.62,32.32,61.11,465.74,-6.976900,107.630249,1,-4,305.20
OK,-1.38,32.32,61.11,465.78,-6.976900,107.630249,1,-4,305.30
OK,-1.17,32.32,61.11,465.77,-6.976900,107.630249,1,-3,305.30
OK,-1.00,32.32,61.12,465.76,-6.976900,107.630249,1,-3,305.30
OK,-1.02,32.32,61.12,465.76,-6.976900,107.630249,1,-3,305.20
OK,-1.16,32.32,61.12,465.77,-6.976900,107.630249,1,-3,305.10
OK,-1.13,32.32,61.12,465.77,-6.976901,107.630249,1,-3,305.20
OK,-1.14,32.32,61.12,465.77,-6.976901,107.630249,1,-3,305.30
OK,-1.42,32.32,61.12,465.78,-6.976901,107.630249,1,-3,305.30
OK,-1.45,32.32,61.12,465.78,-6.976901,107.630249,1,-3,305.20
OK,-1.24,32.32,61.11,465.77,-6.976901,107.630249,1,-3,305.10
OK,-0.83,32.32,61.11,465.75,-6.976901,107.630249,1,-4,305.20
OK,-0.81,32.32,61.11,465.75,-6.976900,107.630249,1,-3,305.20
OK,-1.41,32.32,61.11,465.78,-6.976900,107.630249,1,-3,305.30
OK,-0.90,32.32,61.11,465.75,-6.976900,107.630249,1,-3,305.30
